Format,RaceBox CSV,,,,,,,,,,,
Data Source,RaceBox 2231805086,,,,,,,,,,,
Date UTC,2025-10-22T19:27:56+00:00,,,,,,,,,,,
Date,22/10/2025,,,,,,,,,,,
Time,7/27/1956,,,,,,,,,,,
Session Index,1,,,,,,,,,,,
Session Type,Track,,,,,,,,,,,
Track,No Track,,,,,,,,,,,
Configuration,,,,,,,,,,,,
Laps,0,,,,,,,,,,,
Best Lap Time,207.68,,,,,,,,,,,
,,,,,,,,,,,,
Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
859,2025-10-22T19:28:30.320Z,36.140758,-86.7333491,556.5,15.47,-0.5,-0.443,-0.04,0,0.34,-1.92,-37.47
860,2025-10-22T19:28:30.360Z,36.1407566,-86.7333465,556.4,15.56,-0.561,-0.46,-0.298,0,0.52,-2.17,-36.97
861,2025-10-22T19:28:30.400Z,36.140755,-86.7333439,556.5,16,-0.531,-0.462,-0.458,0,0.73,-1.83,-36.98
862,2025-10-22T19:28:30.440Z,36.1407534,-86.733341,556.5,16.84,-0.542,-0.484,-0.543,0,0.87,-0.87,-37.61
863,2025-10-22T19:28:30.480Z,36.1407516,-86.7333381,556.5,17.7,-0.5,-0.491,-0.524,0,0.96,0.74,-39.23
864,2025-10-22T19:28:30.520Z,36.1407497,-86.7333353,556.5,18.06,-0.522,-0.525,-0.501,0,0.82,2.36,-41.19
865,2025-10-22T19:28:30.560Z,36.1407476,-86.7333326,556.5,18.25,-0.507,-0.545,-0.428,0,0.83,3.7,-43.52
866,2025-10-22T19:28:30.600Z,36.1407457,-86.73333,556.5,18.33,-0.529,-0.599,-0.44,0,0.46,4.72,-45.8
867,2025-10-22T19:28:30.640Z,36.1407434,-86.7333273,556.5,18.58,-0.53,-0.679,-0.484,0,0.03,5.15,-47.96
868,2025-10-22T19:28:30.680Z,36.1407412,-86.7333247,556.5,18.93,-0.51,-0.734,-0.574,0,-0.21,5.08,-49.85
869,2025-10-22T19:28:30.720Z,36.1407388,-86.7333223,556.5,19.16,-0.469,-0.784,-0.642,0,-0.4,4.91,-51.65
870,2025-10-22T19:28:30.760Z,36.1407363,-86.7333199,556.5,19.38,-0.436,-0.839,-0.697,0,-0.63,4.52,-53.37
871,2025-10-22T19:28:30.800Z,36.1407337,-86.7333175,556.5,19.64,-0.341,-0.861,-0.652,0,-0.55,3.96,-55.11
872,2025-10-22T19:28:30.840Z,36.1407311,-86.7333153,556.5,20,-0.233,-0.836,-0.502,0,-0.24,2.46,-56.6
873,2025-10-22T19:28:30.880Z,36.1407282,-86.7333132,556.5,20.16,-0.189,-0.796,-0.288,0,0.12,1.13,-57.34
874,2025-10-22T19:28:30.920Z,36.1407255,-86.733311,556.5,20.53,-0.135,-0.726,-0.083,0,0.72,0.05,-56.93
875,2025-10-22T19:28:30.960Z,36.1407225,-86.7333087,556.5,20.89,-0.153,-0.649,0.036,0,0.92,-0.21,-54.72
876,2025-10-22T19:28:31.000Z,36.1407196,-86.7333065,556.5,21.2,-0.212,-0.587,0,0,1.15,0.57,-50.62
877,2025-10-22T19:28:31.040Z,36.1407165,-86.7333046,556.5,21.33,-0.24,-0.555,-0.128,0,1.06,2.42,-45.34
878,2025-10-22T19:28:31.080Z,36.1407135,-86.7333025,556.5,21.38,-0.317,-0.546,-0.358,0,0.81,3.19,-38.52
879,2025-10-22T19:28:31.120Z,36.1407104,-86.7333007,556.5,21.25,-0.348,-0.535,-0.523,0,0.74,4.42,-30.73
880,2025-10-22T19:28:31.160Z,36.1407074,-86.7332988,556.5,21.03,-0.427,-0.518,-0.628,0,1,4.27,-23.44
881,2025-10-22T19:28:31.200Z,36.1407043,-86.7332972,556.5,21.02,-0.546,-0.466,-0.636,0,1.23,2.86,-17.37
882,2025-10-22T19:28:31.240Z,36.1407012,-86.7332953,556.5,21,-0.65,-0.432,-0.573,0,0.88,2.08,-12.93
883,2025-10-22T19:28:31.280Z,36.1406982,-86.7332936,556.5,20.78,-0.714,-0.438,-0.471,0,0.6,2.23,-11.67
884,2025-10-22T19:28:31.320Z,36.1406952,-86.7332921,556.5,20.48,-0.787,-0.495,-0.436,0,-0.26,2.14,-13.31
885,2025-10-22T19:28:31.360Z,36.1406921,-86.733291,556.5,20.29,-0.77,-0.571,-0.399,0,-1.26,2.69,-17.19
886,2025-10-22T19:28:31.400Z,36.140689,-86.7332898,556.4,20.25,-0.772,-0.664,-0.422,0,-1.82,3.02,-22.38
887,2025-10-22T19:28:31.440Z,36.1406857,-86.7332888,556.4,20.26,-0.765,-0.708,-0.422,0,-1.48,2.29,-27.53
888,2025-10-22T19:28:31.480Z,36.1406825,-86.7332878,556.5,20.26,-0.76,-0.7,-0.399,0,-1.05,1.33,-31.44
889,2025-10-22T19:28:31.520Z,36.1406795,-86.7332869,556.4,19.98,-0.779,-0.672,-0.35,0,0.14,0.09,-34.03
890,2025-10-22T19:28:31.560Z,36.1406764,-86.7332861,556.4,19.68,-0.784,-0.617,-0.263,0,1.19,-0.59,-34.97
891,2025-10-22T19:28:31.600Z,36.1406734,-86.7332854,556.4,19.44,-0.815,-0.562,-0.198,0,1.83,-0.92,-34.54
892,2025-10-22T19:28:31.640Z,36.1406703,-86.7332847,556.3,19.27,-0.806,-0.53,-0.14,0,2.49,-0.55,-33.56
893,2025-10-22T19:28:31.680Z,36.1406673,-86.7332842,556.3,19.3,-0.818,-0.52,-0.083,0,2.83,-0.23,-32.62
894,2025-10-22T19:28:31.720Z,36.1406642,-86.7332838,556.3,19.41,-0.86,-0.505,-0.108,0,3.04,-0.13,-32.01
895,2025-10-22T19:28:31.760Z,36.1406612,-86.7332833,556.2,19.31,-0.831,-0.507,-0.109,0,2.93,-0.07,-32.03
896,2025-10-22T19:28:31.800Z,36.1406581,-86.7332831,556.2,19.09,-0.845,-0.524,-0.117,0,2.84,-0.13,-32.62
897,2025-10-22T19:28:31.840Z,36.1406551,-86.7332831,556.2,18.84,-0.91,-0.534,-0.178,0,2.25,-0.09,-33.37
898,2025-10-22T19:28:31.880Z,36.1406521,-86.733283,556.1,18.88,-0.879,-0.554,-0.188,0,1.57,-0.09,-34.06
899,2025-10-22T19:28:31.920Z,36.1406491,-86.7332831,556.1,18.75,-0.855,-0.552,-0.137,0,0.99,-0.29,-34.53
900,2025-10-22T19:28:31.960Z,36.140646,-86.7332833,556.1,18.62,-0.95,-0.565,-0.194,0,0.48,-1.21,-34.66
901,2025-10-22T19:28:32.000Z,36.140643,-86.7332835,556.1,18.61,-0.896,-0.547,-0.167,0,0.36,-1.7,-34.6
902,2025-10-22T19:28:32.040Z,36.14064,-86.7332838,556.1,18.74,-0.85,-0.535,-0.193,0,0.03,-2.18,-34.46
903,2025-10-22T19:28:32.080Z,36.1406369,-86.7332842,556,18.89,-0.842,-0.536,-0.289,0,0.02,-2.19,-34.38
904,2025-10-22T19:28:32.120Z,36.1406339,-86.7332847,556,18.86,-0.706,-0.529,-0.344,0,-0.16,-1.33,-34.4
905,2025-10-22T19:28:32.160Z,36.1406308,-86.7332852,556,19.21,-0.617,-0.543,-0.372,0,-0.03,-0.22,-34.73
906,2025-10-22T19:28:32.200Z,36.1406278,-86.7332859,556,19.36,-0.628,-0.567,-0.402,0,-0.15,0.4,-35.07
907,2025-10-22T19:28:32.240Z,36.1406247,-86.7332867,555.9,19.26,-0.609,-0.59,-0.358,0,0,0.93,-35.44
908,2025-10-22T19:28:32.280Z,36.1406217,-86.7332878,555.9,19.3,-0.708,-0.593,-0.334,0,0.33,0.52,-35.7
909,2025-10-22T19:28:32.320Z,36.1406187,-86.7332886,555.9,19.41,-0.816,-0.612,-0.326,0,0.55,-0.27,-35.72
910,2025-10-22T19:28:32.360Z,36.1406157,-86.7332897,555.9,19.41,-0.838,-0.594,-0.254,0,0.72,-0.85,-35.55
911,2025-10-22T19:28:32.400Z,36.1406128,-86.7332908,555.8,19.52,-0.902,-0.581,-0.261,0,0.75,-1.13,-35.34
912,2025-10-22T19:28:32.440Z,36.1406098,-86.733292,555.8,19.54,-0.906,-0.56,-0.239,0,0.87,-1.42,-35.14
913,2025-10-22T19:28:32.480Z,36.1406068,-86.7332933,555.8,19.52,-0.882,-0.547,-0.229,0,0.56,-1.33,-34.86
914,2025-10-22T19:28:32.520Z,36.1406039,-86.7332947,555.8,19.58,-0.865,-0.536,-0.24,0,0.62,-1.07,-34.48
915,2025-10-22T19:28:32.560Z,36.1406009,-86.7332963,555.7,19.73,-0.868,-0.519,-0.284,0,0.54,-0.75,-33.85
916,2025-10-22T19:28:32.600Z,36.140598,-86.7332978,555.7,19.91,-0.824,-0.482,-0.276,0,0.59,0.1,-32.81
917,2025-10-22T19:28:32.640Z,36.140595,-86.7332995,555.7,19.94,-0.829,-0.428,-0.284,0,0.62,1.02,-31.15
918,2025-10-22T19:28:32.680Z,36.1405921,-86.7333009,555.6,19.87,-0.84,-0.355,-0.309,0,0.72,1.15,-28.72
919,2025-10-22T19:28:32.720Z,36.1405892,-86.7333026,555.6,19.71,-0.83,-0.286,-0.289,0,0.37,1.16,-25.81
920,2025-10-22T19:28:32.760Z,36.1405864,-86.7333042,555.6,19.64,-0.851,-0.238,-0.323,0,0.17,1.05,-22.92
921,2025-10-22T19:28:32.800Z,36.1405834,-86.7333057,555.6,19.79,-0.846,-0.217,-0.361,0,-0.27,0.84,-20.24
922,2025-10-22T19:28:32.840Z,36.1405806,-86.7333074,555.5,19.83,-0.832,-0.211,-0.387,0,-0.66,1.21,-18.14
923,2025-10-22T19:28:32.880Z,36.1405777,-86.7333093,555.5,20.03,-0.794,-0.225,-0.371,0,-1.04,1.94,-16.72
924,2025-10-22T19:28:32.920Z,36.1405748,-86.733311,555.5,19.93,-0.816,-0.241,-0.381,0,-0.83,1.94,-15.75
925,2025-10-22T19:28:32.960Z,36.1405719,-86.7333127,555.5,19.72,-0.804,-0.248,-0.368,0,-0.76,1.87,-14.95
926,2025-10-22T19:28:33.000Z,36.1405692,-86.7333145,555.4,19.66,-0.795,-0.25,-0.319,0,-0.33,1.86,-14.43
927,2025-10-22T19:28:33.040Z,36.1405664,-86.7333164,555.4,19.71,-0.856,-0.244,-0.358,0,-0.22,1.22,-13.97
928,2025-10-22T19:28:33.080Z,36.1405636,-86.7333182,555.4,19.91,-0.823,-0.239,-0.325,0,0.1,0.76,-13.64
929,2025-10-22T19:28:33.120Z,36.1405608,-86.7333203,555.3,19.89,-0.854,-0.22,-0.318,0,0.02,0.39,-13.32
930,2025-10-22T19:28:33.160Z,36.1405581,-86.733322,555.3,19.73,-0.89,-0.218,-0.324,0,0.05,0.09,-12.92
931,2025-10-22T19:28:33.200Z,36.1405554,-86.7333239,555.3,19.5,-0.886,-0.2,-0.306,0,0.06,-0.39,-12.45
932,2025-10-22T19:28:33.240Z,36.1405526,-86.733326,555.2,19.58,-0.859,-0.201,-0.24,0,0.45,-0.2,-11.98
933,2025-10-22T19:28:33.280Z,36.14055,-86.7333279,555.2,19.56,-0.934,-0.171,-0.26,0,0.58,0,-11.38
934,2025-10-22T19:28:33.320Z,36.1405472,-86.7333299,555.1,19.33,-0.894,-0.151,-0.219,0,0.8,0.63,-10.75
935,2025-10-22T19:28:33.360Z,36.1405446,-86.7333318,555.1,19.11,-0.854,-0.114,-0.147,0,1.05,0.97,-9.9
936,2025-10-22T19:28:33.400Z,36.140542,-86.7333338,555.1,19.08,-0.885,-0.091,-0.171,0,1.24,0.97,-8.68
937,2025-10-22T19:28:33.440Z,36.1405393,-86.7333357,555.1,19.13,-0.894,-0.045,-0.242,0,1.31,0.76,-7.17
938,2025-10-22T19:28:33.480Z,36.1405367,-86.7333376,555,19.15,-0.825,-0.035,-0.213,0,1.46,0.79,-5.74
939,2025-10-22T19:28:33.520Z,36.140534,-86.7333395,555,19.02,-0.886,-0.005,-0.284,0,1.23,0.35,-4.32
940,2025-10-22T19:28:33.560Z,36.1405314,-86.7333414,554.9,18.87,-0.879,-0.001,-0.33,0,1.05,0.48,-3.08
941,2025-10-22T19:28:33.600Z,36.1405288,-86.7333433,554.9,18.82,-0.834,0,-0.281,0,0.83,0.74,-2
942,2025-10-22T19:28:33.640Z,36.1405261,-86.7333452,554.9,18.78,-0.869,0.011,-0.289,0,0.58,0.5,-0.98
943,2025-10-22T19:28:33.680Z,36.1405236,-86.733347,554.8,18.68,-0.882,0.024,-0.344,0,0.44,0.45,0.03
944,2025-10-22T19:28:33.720Z,36.140521,-86.7333488,554.8,18.74,-0.831,0.01,-0.321,0,0.34,0.71,0.9
945,2025-10-22T19:28:33.760Z,36.1405183,-86.7333507,554.8,18.87,-0.847,0.017,-0.332,0,0.14,0.63,1.48
946,2025-10-22T19:28:33.800Z,36.1405158,-86.7333525,554.7,18.75,-0.883,0.024,-0.38,0,-0.24,0.71,1.91
947,2025-10-22T19:28:33.840Z,36.1405132,-86.7333543,554.7,18.46,-0.857,0.015,-0.364,0,-0.42,0.78,2.19
948,2025-10-22T19:28:33.880Z,36.1405106,-86.733356,554.7,18.33,-0.851,-0.001,-0.332,0,-0.78,0.67,2.37
949,2025-10-22T19:28:33.920Z,36.1405079,-86.7333577,554.6,18.29,-0.87,0,-0.349,0,-0.77,0.5,2.45
950,2025-10-22T19:28:33.960Z,36.1405054,-86.7333595,554.6,18.35,-0.839,0.01,-0.336,0,-0.88,-0.11,2.81
951,2025-10-22T19:28:34.000Z,36.1405028,-86.7333613,554.6,18.66,-0.723,0.021,-0.23,0,-1,-0.67,3.24
952,2025-10-22T19:28:34.040Z,36.1405001,-86.7333631,554.6,18.97,-0.582,0.046,-0.024,0,-1.17,-0.8,3.64
953,2025-10-22T19:28:34.080Z,36.1404974,-86.7333649,554.5,19.05,-0.46,0.097,0.225,0,-0.95,-1.16,4.03
954,2025-10-22T19:28:34.120Z,36.1404947,-86.7333666,554.5,18.82,-0.332,0.117,0.473,0,-1.18,-0.69,4.47
955,2025-10-22T19:28:34.160Z,36.1404921,-86.7333682,554.4,18.41,-0.245,0.123,0.672,0,-0.71,-0.71,4.53
956,2025-10-22T19:28:34.200Z,36.1404896,-86.7333699,554.4,17.95,-0.206,0.128,0.783,0,-0.46,-0.73,4.66
957,2025-10-22T19:28:34.240Z,36.140487,-86.7333716,554.4,17.91,-0.185,0.11,0.82,0,-0.58,-0.17,4.82
958,2025-10-22T19:28:34.280Z,36.1404844,-86.7333732,554.3,18.18,-0.125,0.1,0.847,0,-0.85,0.02,5.08
959,2025-10-22T19:28:34.320Z,36.1404819,-86.7333749,554.3,18.25,-0.103,0.095,0.853,0,-0.9,-0.55,5.29
960,2025-10-22T19:28:34.360Z,36.1404792,-86.7333765,554.3,18.19,-0.075,0.119,0.882,0,-1.07,-0.4,5.47
961,2025-10-22T19:28:34.400Z,36.1404765,-86.733378,554.3,18.21,-0.08,0.116,0.876,0,-1.47,0.08,5.64
962,2025-10-22T19:28:34.440Z,36.140474,-86.7333797,554.2,18.16,-0.096,0.128,0.86,0,-1.18,-0.38,5.63
963,2025-10-22T19:28:34.480Z,36.1404714,-86.7333811,554.2,17.92,-0.109,0.143,0.832,0,-1.21,0.25,5.56
964,2025-10-22T19:28:34.520Z,36.1404688,-86.7333827,554.2,17.74,-0.107,0.15,0.754,0,-0.93,0.84,5.46
965,2025-10-22T19:28:34.560Z,36.1404661,-86.7333841,554.1,17.8,-0.084,0.11,0.605,0,-1.29,1.6,5.46
966,2025-10-22T19:28:34.600Z,36.1404636,-86.7333857,554.1,17.86,-0.093,0.089,0.36,0,-1.01,0.96,5.36
967,2025-10-22T19:28:34.640Z,36.140461,-86.7333872,554.1,18.18,-0.122,0.079,0.111,0,-1.06,0.83,5.37
968,2025-10-22T19:28:34.680Z,36.1404581,-86.7333888,554,18.66,-0.15,0.055,-0.056,0,-1.3,0.4,5.47
969,2025-10-22T19:28:34.720Z,36.1404553,-86.7333904,554,18.99,-0.204,0.047,-0.109,0,-1.54,-0.35,5.58
970,2025-10-22T19:28:34.760Z,36.1404526,-86.733392,554,18.98,-0.169,0.064,0.019,0,-1.3,-0.55,5.59
971,2025-10-22T19:28:34.800Z,36.1404498,-86.7333935,553.9,18.82,-0.127,0.067,0.165,0,-1.38,-0.09,5.7
972,2025-10-22T19:28:34.840Z,36.1404471,-86.733395,553.9,18.71,-0.057,0.067,0.303,0,-1.26,-0.16,5.59
973,2025-10-22T19:28:34.880Z,36.1404442,-86.7333965,553.9,18.93,-0.037,0.061,0.313,0,-0.92,-0.18,5.29
974,2025-10-22T19:28:34.920Z,36.1404413,-86.7333981,553.9,19.19,0.013,0.065,0.262,0,-0.92,-0.01,4.89
975,2025-10-22T19:28:34.960Z,36.1404386,-86.7333997,553.8,19.39,-0.011,0.054,0.166,0,-1.04,-0.38,4.6
976,2025-10-22T19:28:35.000Z,36.1404357,-86.7334013,553.8,19.55,-0.031,0.042,0.069,0,-0.77,-1.02,4.27
977,2025-10-22T19:28:35.040Z,36.1404326,-86.7334028,553.8,19.64,-0.096,0.031,-0.038,0,-0.48,-1.15,4.12
978,2025-10-22T19:28:35.080Z,36.1404297,-86.7334043,553.7,19.69,-0.114,0.034,-0.055,0,-0.12,-0.64,3.96
979,2025-10-22T19:28:35.120Z,36.1404268,-86.7334059,553.7,19.86,-0.104,0.034,-0.049,0,0.15,0.74,3.94
980,2025-10-22T19:28:35.160Z,36.1404238,-86.7334075,553.7,20.03,-0.093,0.026,-0.11,0,0.17,1.73,3.96
981,2025-10-22T19:28:35.200Z,36.1404209,-86.7334091,553.6,20.22,-0.074,0.027,-0.142,0,-0.01,2.7,4.07
982,2025-10-22T19:28:35.240Z,36.1404179,-86.7334106,553.6,20.11,-0.149,0.033,-0.227,0,0.12,2.44,3.99
983,2025-10-22T19:28:35.280Z,36.1404149,-86.7334121,553.6,20.2,-0.244,0.029,-0.372,0,0.12,0.9,4.01
984,2025-10-22T19:28:35.320Z,36.1404118,-86.7334136,553.6,20.35,-0.314,0.026,-0.471,0,0.06,-1.06,4.03
985,2025-10-22T19:28:35.360Z,36.1404088,-86.7334152,553.5,20.45,-0.359,0.028,-0.486,0,0,-1.81,3.91
986,2025-10-22T19:28:35.400Z,36.1404057,-86.7334167,553.4,20.56,-0.4,0.034,-0.535,0,-0.21,-2.47,3.82
987,2025-10-22T19:28:35.440Z,36.1404025,-86.7334183,553.4,20.61,-0.328,0.028,-0.493,0,-1.03,-2.42,3.84
988,2025-10-22T19:28:35.480Z,36.1403994,-86.7334198,553.4,20.62,-0.295,0.022,-0.469,0,-1.5,-2.04,3.87
989,2025-10-22T19:28:35.520Z,36.1403963,-86.7334213,553.4,20.73,-0.316,0.002,-0.51,0,-1.7,-1.29,3.9
990,2025-10-22T19:28:35.560Z,36.1403931,-86.7334228,553.4,20.89,-0.318,-0.003,-0.529,0,-1.62,-0.91,4.09
991,2025-10-22T19:28:35.600Z,36.14039,-86.7334244,553.3,21.04,-0.332,0,-0.498,0,-1.48,-0.9,4.15
992,2025-10-22T19:28:35.640Z,36.140387,-86.7334258,553.3,20.87,-0.362,0.007,-0.479,0,-1.34,-0.92,4.13
993,2025-10-22T19:28:35.680Z,36.1403839,-86.7334273,553.3,20.63,-0.376,0.004,-0.441,0,-1.1,-1.47,3.96
994,2025-10-22T19:28:35.720Z,36.1403808,-86.7334288,553.3,20.58,-0.372,0.004,-0.417,0,-1,-2.61,3.71
995,2025-10-22T19:28:35.760Z,36.1403775,-86.7334303,553.3,20.76,-0.364,0.01,-0.438,0,-0.49,-2.99,3.36
996,2025-10-22T19:28:35.800Z,36.1403744,-86.7334318,553.3,20.93,-0.357,0.008,-0.456,0,-0.38,-2.48,3.15
997,2025-10-22T19:28:35.840Z,36.1403712,-86.7334333,553.3,21.11,-0.354,0.018,-0.473,0,-0.45,-1.77,3.04
998,2025-10-22T19:28:35.880Z,36.140368,-86.7334348,553.3,21.17,-0.349,0.034,-0.458,0,-0.77,-0.75,3.03
999,2025-10-22T19:28:35.920Z,36.1403648,-86.7334362,553.2,21.05,-0.381,0.036,-0.445,0,-1.16,-0.33,3.08
1000,2025-10-22T19:28:35.960Z,36.1403617,-86.7334376,553.2,20.58,-0.389,0.039,-0.418,0,-1.82,-1.18,3.17
1001,2025-10-22T19:28:36.000Z,36.1403586,-86.733439,553.2,20.62,-0.406,0.04,-0.424,0,-2.27,-1.55,3.32
1002,2025-10-22T19:28:36.040Z,36.1403554,-86.7334404,553.2,20.81,-0.462,0.027,-0.451,0,-2.49,-1.4,3.48
1003,2025-10-22T19:28:36.080Z,36.1403523,-86.7334418,553.2,20.97,-0.509,0.01,-0.49,0,-2.96,-1.23,3.59
1004,2025-10-22T19:28:36.120Z,36.1403492,-86.7334432,553.2,20.67,-0.567,-0.01,-0.5,0,-3.05,-0.35,3.56
1005,2025-10-22T19:28:36.160Z,36.1403459,-86.7334446,553.2,20.72,-0.629,-0.029,-0.525,0,-3.15,-0.37,3.48
1006,2025-10-22T19:28:36.200Z,36.1403427,-86.733446,553.2,20.86,-0.634,-0.043,-0.491,0,-2.74,-1.33,3.19
1007,2025-10-22T19:28:36.240Z,36.1403396,-86.7334474,553.2,20.81,-0.586,-0.043,-0.433,0,-2.44,-2.66,2.82
1008,2025-10-22T19:28:36.280Z,36.1403365,-86.7334487,553.2,20.77,-0.42,-0.054,-0.304,0,-1.92,-2.45,2.46
1009,2025-10-22T19:28:36.320Z,36.1403332,-86.7334501,553.2,20.77,-0.257,-0.05,-0.202,0,-1.52,-2.15,1.99
1010,2025-10-22T19:28:36.360Z,36.1403301,-86.7334516,553.2,20.73,-0.129,-0.08,-0.153,0,-1.16,-1.09,1.31
1011,2025-10-22T19:28:36.400Z,36.1403269,-86.733453,553.2,20.75,-0.09,-0.103,-0.161,0,-0.98,0.38,0.4
1012,2025-10-22T19:28:36.440Z,36.1403238,-86.7334545,553.2,20.49,-0.116,-0.14,-0.208,0,-0.84,0.83,-0.65
1013,2025-10-22T19:28:36.480Z,36.1403207,-86.7334559,553.3,20.42,-0.23,-0.168,-0.33,0,-0.73,-0.33,-1.84
1014,2025-10-22T19:28:36.520Z,36.1403177,-86.7334575,553.4,20.35,-0.339,-0.206,-0.446,0,-0.86,-1.53,-3.04
1015,2025-10-22T19:28:36.560Z,36.1403146,-86.7334591,553.4,20.28,-0.384,-0.227,-0.427,0,-0.65,-2.96,-4.68
1016,2025-10-22T19:28:36.600Z,36.1403115,-86.7334605,553.4,20.31,-0.336,-0.258,-0.317,0,-0.8,-4.06,-6.36
1017,2025-10-22T19:28:36.640Z,36.1403085,-86.7334622,553.4,20.43,-0.258,-0.286,-0.133,0,-0.65,-3.53,-8.3
1018,2025-10-22T19:28:36.680Z,36.1403056,-86.7334639,553.4,20.34,-0.227,-0.333,0.023,0,-0.42,-2.48,-10.45
1019,2025-10-22T19:28:36.720Z,36.1403026,-86.7334657,553.5,20.22,-0.24,-0.371,0.111,0,0.25,-1.62,-12.75
1020,2025-10-22T19:28:36.760Z,36.1402997,-86.7334675,553.5,19.94,-0.314,-0.411,0.047,0,0.97,-0.75,-14.8
1021,2025-10-22T19:28:36.800Z,36.1402969,-86.7334693,553.5,19.64,-0.421,-0.449,-0.075,0,2.17,0.04,-17.01
1022,2025-10-22T19:28:36.840Z,36.1402943,-86.7334713,553.5,19.59,-0.415,-0.472,-0.145,0,2.43,0.21,-19.02
1023,2025-10-22T19:28:36.880Z,36.1402915,-86.7334732,553.5,19.72,-0.375,-0.471,-0.142,0,2.82,0.23,-20.64
1024,2025-10-22T19:28:36.920Z,36.1402888,-86.7334753,553.5,19.79,-0.296,-0.451,-0.014,0,2.96,-0.21,-22.06
1025,2025-10-22T19:28:36.960Z,36.1402861,-86.7334773,553.5,19.68,-0.258,-0.423,0.121,0,2.89,-0.5,-23.12
1026,2025-10-22T19:28:37.000Z,36.1402835,-86.7334796,553.5,19.35,-0.217,-0.393,0.22,0,2.61,-0.98,-23.56
1027,2025-10-22T19:28:37.040Z,36.140281,-86.7334816,553.5,18.94,-0.269,-0.378,0.209,0,2.31,-1.35,-23.7
1028,2025-10-22T19:28:37.080Z,36.1402785,-86.7334836,553.5,18.92,-0.291,-0.361,0.169,0,2.06,-2.31,-23.8
1029,2025-10-22T19:28:37.120Z,36.140276,-86.7334859,553.5,19.17,-0.269,-0.359,0.16,0,1.45,-2.49,-23.61
1030,2025-10-22T19:28:37.160Z,36.1402735,-86.7334882,553.6,19.15,-0.219,-0.368,0.259,0,0.89,-2.46,-23.67
1031,2025-10-22T19:28:37.200Z,36.1402711,-86.7334906,553.6,19.13,-0.169,-0.364,0.376,0,0.56,-2.09,-24.04
1032,2025-10-22T19:28:37.240Z,36.1402687,-86.733493,553.6,18.99,-0.139,-0.376,0.491,0,-0.09,-1.65,-24.45
1033,2025-10-22T19:28:37.280Z,36.1402665,-86.7334955,553.6,18.8,-0.14,-0.407,0.586,0,-0.48,-1.62,-25.22
1034,2025-10-22T19:28:37.320Z,36.1402643,-86.733498,553.6,18.47,-0.16,-0.453,0.623,0,-1.13,-1.73,-26.4
1035,2025-10-22T19:28:37.360Z,36.1402622,-86.7335005,553.6,18.41,-0.184,-0.481,0.646,0,-1.42,-2.59,-27.86
1036,2025-10-22T19:28:37.400Z,36.14026,-86.7335031,553.6,18.58,-0.199,-0.523,0.67,0,-2.22,-2.82,-29.3
1037,2025-10-22T19:28:37.440Z,36.1402581,-86.7335058,553.7,18.63,-0.198,-0.551,0.711,0,-2.7,-3.11,-30.84
1038,2025-10-22T19:28:37.480Z,36.140256,-86.7335085,553.7,18.39,-0.202,-0.566,0.765,0,-2.74,-3.3,-32.38
1039,2025-10-22T19:28:37.520Z,36.1402542,-86.7335115,553.7,18.24,-0.178,-0.583,0.844,0,-2.89,-2.89,-34.13
1040,2025-10-22T19:28:37.560Z,36.1402525,-86.7335144,553.7,18.13,-0.195,-0.635,0.858,0,-3.42,-2.77,-36.09
1041,2025-10-22T19:28:37.600Z,36.1402507,-86.7335173,553.7,17.96,-0.189,-0.679,0.895,0,-3.8,-2.42,-38.69
1042,2025-10-22T19:28:37.640Z,36.1402492,-86.7335203,553.8,17.85,-0.206,-0.733,0.916,0,-3.66,-2.83,-41.55
1043,2025-10-22T19:28:37.680Z,36.1402477,-86.7335233,553.8,17.8,-0.18,-0.779,0.956,0,-3.92,-2.18,-44.47
1044,2025-10-22T19:28:37.720Z,36.1402464,-86.7335265,553.8,17.78,-0.206,-0.839,0.963,0,-3.78,-2.28,-47.42
1045,2025-10-22T19:28:37.760Z,36.1402453,-86.7335298,553.8,17.81,-0.215,-0.883,0.991,0,-3.37,-1.92,-50.5
1046,2025-10-22T19:28:37.800Z,36.1402442,-86.7335331,553.8,17.66,-0.238,-0.92,0.993,0,-2.77,-2.14,-53.55
1047,2025-10-22T19:28:37.840Z,36.1402434,-86.7335364,553.9,17.28,-0.248,-0.93,1.002,0,-2.16,-2.06,-56.39
1048,2025-10-22T19:28:37.880Z,36.1402428,-86.7335398,553.9,17.1,-0.28,-0.93,0.976,0,-1.53,-2.54,-58.76
1049,2025-10-22T19:28:37.920Z,36.1402422,-86.7335431,553.8,17.07,-0.273,-0.907,0.976,0,-0.95,-2.42,-60.6
1050,2025-10-22T19:28:37.960Z,36.1402416,-86.7335465,553.8,17.02,-0.233,-0.867,0.979,0,-0.32,-2.85,-61.64
1051,2025-10-22T19:28:38.000Z,36.1402412,-86.7335498,553.8,16.9,-0.209,-0.837,0.985,0,0.08,-2.3,-61.89
1052,2025-10-22T19:28:38.040Z,36.1402409,-86.7335531,553.8,16.78,-0.211,-0.842,0.982,0,0.63,-2.22,-61.56
1053,2025-10-22T19:28:38.080Z,36.1402407,-86.7335564,553.8,16.55,-0.202,-0.825,0.982,0,1.42,-2.3,-61.06
